sampleid,project,Plate_ID,Well_ID,samplename,Demultiplex_ID,Index_set,region,sp_abbrev
PvCF_D3_03_TR2,CorrectionBiasPvDiet,Prey18S_1,F9,PvCF_D3_03_TR2,PvCF_D3_03_TR2,A,ControlFeeding,Pv
PvCF_D5_14_TR3,CorrectionBiasPvDiet,Prey18S_2,F9,PvCF_D5_14_TR3,PvCF_D5_14_TR3,B,ControlFeeding,Pv
TM_F9,CorrectionBiasPvDiet,Prey18S_3,F9,TM_03_SpDog,TM_F9,C,TissueMix,SpDog
PvCF_D1_03_TR1,CorrectionBiasPvDiet,MiFish_1,G1,PvCF_D1_03_TR1,PvCF_D1_03_TR1,A,ControlFeeding,Pv
PvCF_D4_01_TR2,CorrectionBiasPvDiet,MiFish_2,G1,PvCF_D4_01_TR2,PvCF_D4_01_TR2,B,ControlFeeding,Pv
PvCF_D6_12_TR2,CorrectionBiasPvDiet,MiFish_3,G1,PvCF_D6_12_TR2,PvCF_D6_12_TR2,C,ControlFeeding,Pv
TM_02_Capel_VAQ,CorrectionBiasPvDiet,MiFish_4,G1,TM_02_VAQCapelin,TM_02_Capel_VAQ,D,TissueMix,VAQCapelin
PvCF_D1_03_TR1,CorrectionBiasPvDiet,Prey18S_1,G1,PvCF_D1_03_TR1,PvCF_D1_03_TR1,A,ControlFeeding,Pv
PvCF_D4_01_TR2,CorrectionBiasPvDiet,Prey18S_2,G1,PvCF_D4_01_TR2,PvCF_D4_01_TR2,B,ControlFeeding,Pv
PvCF_D6_12_TR2,CorrectionBiasPvDiet,Prey18S_3,G1,PvCF_D6_12_TR2,PvCF_D6_12_TR2,C,ControlFeeding,Pv
PvCF_D3_07_TR3,CorrectionBiasPvDiet,MiFish_1,G10,PvCF_D3_07_TR3,PvCF_D3_07_TR3,A,ControlFeeding,Pv
PvCF_D6_03_TR3,CorrectionBiasPvDiet,MiFish_2,G10,PvCF_D6_03_TR3,PvCF_D6_03_TR3,B,ControlFeeding,Pv
TM_G10,CorrectionBiasPvDiet,MiFish_3,G10,TM_01_WalPol,TM_G10,C,TissueMix,WalPol
TM_03_SnakPrick,CorrectionBiasPvDiet,MiFish_4,G10,TM_03_SnakPrick,TM_03_SnakPrick,D,TissueMix,SnakPrick
PvCF_D3_07_TR3,CorrectionBiasPvDiet,Prey18S_1,G10,PvCF_D3_07_TR3,PvCF_D3_07_TR3,A,ControlFeeding,Pv
PvCF_D6_03_TR3,CorrectionBiasPvDiet,Prey18S_2,G10,PvCF_D6_03_TR3,PvCF_D6_03_TR3,B,ControlFeeding,Pv
TM_G10,CorrectionBiasPvDiet,Prey18S_3,G10,TM_01_SqVAQ_01,TM_G10,C,TissueMix,SqVAQ
PvCF_D3_10_TR2,CorrectionBiasPvDiet,MiFish_1,G11,PvCF_D3_10_TR2,PvCF_D3_10_TR2,A,ControlFeeding,Pv
PvCF_D6_07_TR1,CorrectionBiasPvDiet,MiFish_2,G11,PvCF_D6_07_TR1,PvCF_D6_07_TR1,B,ControlFeeding,Pv
TM_G11,CorrectionBiasPvDiet,MiFish_3,G11,TM_03_RexSol,TM_G11,C,TissueMix,RexSol
TM_02_PPerch,CorrectionBiasPvDiet,MiFish_4,G11,TM_02_PPerch,TM_02_PPerch,D,TissueMix,PPerch
PvCF_D3_10_TR2,CorrectionBiasPvDiet,Prey18S_1,G11,PvCF_D3_10_TR2,PvCF_D3_10_TR2,A,ControlFeeding,Pv
PvCF_D6_07_TR1,CorrectionBiasPvDiet,Prey18S_2,G11,PvCF_D6_07_TR1,PvCF_D6_07_TR1,B,ControlFeeding,Pv
TM_G11,CorrectionBiasPvDiet,Prey18S_3,G11,TM_01_StubSq_03,TM_G11,C,TissueMix,StubSq
NTC_1,CorrectionBiasPvDiet,MiFish_1,G12,NTC_MF1,NTC_1,A,NegCtrl,NC
NTC_2,CorrectionBiasPvDiet,MiFish_2,G12,NTC_MF2,NTC_2,B,NegCtrl,NC
Plate3_G12,CorrectionBiasPvDiet,MiFish_3,G12,NTC_MF3,Plate3_G12,C,NegCtrl,NC
NTC_MF4,CorrectionBiasPvDiet,MiFish_4,G12,NTC_MF4,NTC_MF4,D,NegCtrl,NC
NTC_1,CorrectionBiasPvDiet,Prey18S_1,G12,NTC_18S1,NTC_1,A,NegCtrl,NC
NTC_2,CorrectionBiasPvDiet,Prey18S_2,G12,NTC_18S2,NTC_2,B,NegCtrl,NC
Plate3_G12,CorrectionBiasPvDiet,Prey18S_3,G12,TM_02_UnkVAQShr,Plate3_G12,C,TissueMix,UnkVAQShr
PvCF_D1_07_TR1,CorrectionBiasPvDiet,MiFish_1,G2,PvCF_D1_07_TR1,PvCF_D1_07_TR1,A,ControlFeeding,Pv
PvCF_D4_04_TR3,CorrectionBiasPvDiet,MiFish_2,G2,PvCF_D4_04_TR3,PvCF_D4_04_TR3,B,ControlFeeding,Pv
PvCF_D6_17_TR1,CorrectionBiasPvDiet,MiFish_3,G2,PvCF_D6_17_TR1,PvCF_D6_17_TR1,C,ControlFeeding,Pv
TM_02_DovSol,CorrectionBiasPvDiet,MiFish_4,G2,TM_02_DovSol,TM_02_DovSol,D,TissueMix,DovSol
PvCF_D1_07_TR1,CorrectionBiasPvDiet,Prey18S_1,G2,PvCF_D1_07_TR1,PvCF_D1_07_TR1,A,ControlFeeding,Pv
PvCF_D4_04_TR3,CorrectionBiasPvDiet,Prey18S_2,G2,PvCF_D4_04_TR3,PvCF_D4_04_TR3,B,ControlFeeding,Pv
PvCF_D6_17_TR1,CorrectionBiasPvDiet,Prey18S_3,G2,PvCF_D6_17_TR1,PvCF_D6_17_TR1,C,ControlFeeding,Pv
PvCF_D1_09_TR3,CorrectionBiasPvDiet,MiFish_1,G3,PvCF_D1_09_TR3,PvCF_D1_09_TR3,A,ControlFeeding,Pv
PvCF_D4_08_TR1,CorrectionBiasPvDiet,MiFish_2,G3,PvCF_D4_08_TR1,PvCF_D4_08_TR1,B,ControlFeeding,Pv
MC_G3,CorrectionBiasPvDiet,MiFish_3,G3,MC_MiFish_Even_R2,MC_G3,C,MockCom,MkCom
TM_01_PnkSal,CorrectionBiasPvDiet,MiFish_4,G3,TM_01_PnkSal,TM_01_PnkSal,D,TissueMix,PnkSal
PvCF_D1_09_TR3,CorrectionBiasPvDiet,Prey18S_1,G3,PvCF_D1_09_TR3,PvCF_D1_09_TR3,A,ControlFeeding,Pv
PvCF_D4_08_TR1,CorrectionBiasPvDiet,Prey18S_2,G3,PvCF_D4_08_TR1,PvCF_D4_08_TR1,B,ControlFeeding,Pv
MC_G3,CorrectionBiasPvDiet,Prey18S_3,G3,MC_18S_RepFish_Even_R2,MC_G3,C,MockCom,MkCom
PvCF_D1_13_TR3,CorrectionBiasPvDiet,MiFish_1,G4,PvCF_D1_13_TR3,PvCF_D1_13_TR3,A,ControlFeeding,Pv
PvCF_D4_10_TR3,CorrectionBiasPvDiet,MiFish_2,G4,PvCF_D4_10_TR3,PvCF_D4_10_TR3,B,ControlFeeding,Pv
Plate3_G4,CorrectionBiasPvDiet,MiFish_3,G4,TM_01_NSpearPoach,Plate3_G4,C,TissueMix,NSpearPoach
TM_01_Coho_VAQ,CorrectionBiasPvDiet,MiFish_4,G4,TM_01_CohoVAQ,TM_01_Coho_VAQ,D,TissueMix,Coho_VAQ
PvCF_D1_13_TR3,CorrectionBiasPvDiet,Prey18S_1,G4,PvCF_D1_13_TR3,PvCF_D1_13_TR3,A,ControlFeeding,Pv
PvCF_D4_10_TR3,CorrectionBiasPvDiet,Prey18S_2,G4,PvCF_D4_10_TR3,PvCF_D4_10_TR3,B,ControlFeeding,Pv
Plate3_G4,CorrectionBiasPvDiet,Prey18S_3,G4,MC_18S_CombFish_Even_R1,Plate3_G4,C,MockCom,MkCom
PvCF_D2_02_TR3,CorrectionBiasPvDiet,MiFish_1,G5,PvCF_D2_02_TR3,PvCF_D2_02_TR3,A,ControlFeeding,Pv
PvCF_D5_01_TR3,CorrectionBiasPvDiet,MiFish_2,G5,PvCF_D5_01_TR3,PvCF_D5_01_TR3,B,ControlFeeding,Pv
Plate3_G5,CorrectionBiasPvDiet,MiFish_3,G5,TM_02_PacCod,Plate3_G5,C,TissueMix,PacCod
TM_03_SteelHd,CorrectionBiasPvDiet,MiFish_4,G5,TM_03_SteelHd,TM_03_SteelHd,D,TissueMix,SteelHd
PvCF_D2_02_TR3,CorrectionBiasPvDiet,Prey18S_1,G5,PvCF_D2_02_TR3,PvCF_D2_02_TR3,A,ControlFeeding,Pv
PvCF_D5_01_TR3,CorrectionBiasPvDiet,Prey18S_2,G5,PvCF_D5_01_TR3,PvCF_D5_01_TR3,B,ControlFeeding,Pv
Plate3_G5,CorrectionBiasPvDiet,Prey18S_3,G5,MC_18S_CombFish_Skew2_R3,Plate3_G5,C,MockCom,MkCom
PvCF_D2_05_TR2,CorrectionBiasPvDiet,MiFish_1,G6,PvCF_D2_05_TR2,PvCF_D2_05_TR2,A,ControlFeeding,Pv
PvCF_D5_05_TR1,CorrectionBiasPvDiet,MiFish_2,G6,PvCF_D5_05_TR1,PvCF_D5_05_TR1,B,ControlFeeding,Pv
TM_G6,CorrectionBiasPvDiet,MiFish_3,G6,TM_03_LnoseSkate,TM_G6,C,TissueMix,LnoseSkate
TM_01_Lingcod,CorrectionBiasPvDiet,MiFish_4,G6,TM_01_Lingcod,TM_01_Lingcod,D,TissueMix,Lingcod
PvCF_D2_05_TR2,CorrectionBiasPvDiet,Prey18S_1,G6,PvCF_D2_05_TR2,PvCF_D2_05_TR2,A,ControlFeeding,Pv
PvCF_D5_05_TR1,CorrectionBiasPvDiet,Prey18S_2,G6,PvCF_D5_05_TR1,PvCF_D5_05_TR1,B,ControlFeeding,Pv
TM_G6,CorrectionBiasPvDiet,Prey18S_3,G6,TM_01_MktSq,TM_G6,C,TissueMix,MktSq
PvCF_D2_08_TR1,CorrectionBiasPvDiet,MiFish_1,G7,PvCF_D2_08_TR1,PvCF_D2_08_TR1,A,ControlFeeding,Pv
PvCF_D5_08_TR2,CorrectionBiasPvDiet,MiFish_2,G7,PvCF_D5_08_TR2,PvCF_D5_08_TR2,B,ControlFeeding,Pv
TM_G7,CorrectionBiasPvDiet,MiFish_3,G7,TM_01_Cockscomb,TM_G7,C,TissueMix,Cockscomb
TM_01_SaddleGun,CorrectionBiasPvDiet,MiFish_4,G7,TM_01_SaddleGun,TM_01_SaddleGun,D,TissueMix,SaddleGun
PvCF_D2_08_TR1,CorrectionBiasPvDiet,Prey18S_1,G7,PvCF_D2_08_TR1,PvCF_D2_08_TR1,A,ControlFeeding,Pv
PvCF_D5_08_TR2,CorrectionBiasPvDiet,Prey18S_2,G7,PvCF_D5_08_TR2,PvCF_D5_08_TR2,B,ControlFeeding,Pv
TM_G7,CorrectionBiasPvDiet,Prey18S_3,G7,TM_03_Ratfish,TM_G7,C,TissueMix,Ratfish
PvCF_D2_10_TR3,CorrectionBiasPvDiet,MiFish_1,G8,PvCF_D2_10_TR3,PvCF_D2_10_TR3,A,ControlFeeding,Pv
PvCF_D5_11_TR3,CorrectionBiasPvDiet,MiFish_2,G8,PvCF_D5_11_TR3,PvCF_D5_11_TR3,B,ControlFeeding,Pv
TM_G8,CorrectionBiasPvDiet,MiFish_3,G8,TM_03_RoughSculp,TM_G8,C,TissueMix,RoughSculp
TM_01_SturPoach,CorrectionBiasPvDiet,MiFish_4,G8,TM_01_SturPoach,TM_01_SturPoach,D,TissueMix,SturPoach
PvCF_D2_10_TR3,CorrectionBiasPvDiet,Prey18S_1,G8,PvCF_D2_10_TR3,PvCF_D2_10_TR3,A,ControlFeeding,Pv
PvCF_D5_11_TR3,CorrectionBiasPvDiet,Prey18S_2,G8,PvCF_D5_11_TR3,PvCF_D5_11_TR3,B,ControlFeeding,Pv
TM_G8,CorrectionBiasPvDiet,Prey18S_3,G8,TM_03_SptPrawn,TM_G8,C,TissueMix,SptPrawn
PvCF_D3_03_TR3,CorrectionBiasPvDiet,MiFish_1,G9,PvCF_D3_03_TR3,PvCF_D3_03_TR3,A,ControlFeeding,Pv
PvCF_D5_15_TR1,CorrectionBiasPvDiet,MiFish_2,G9,PvCF_D5_15_TR1,PvCF_D5_15_TR1,B,ControlFeeding,Pv
TM_G9,CorrectionBiasPvDiet,MiFish_3,G9,TM_02_ShinPer,TM_G9,C,TissueMix,ShinPer
TM_01_QuilRockF,CorrectionBiasPvDiet,MiFish_4,G9,TM_01_QuilRock,TM_01_QuilRockF,D,TissueMix,QuilRock
PvCF_D3_03_TR3,CorrectionBiasPvDiet,Prey18S_1,G9,PvCF_D3_03_TR3,PvCF_D3_03_TR3,A,ControlFeeding,Pv
PvCF_D5_15_TR1,CorrectionBiasPvDiet,Prey18S_2,G9,PvCF_D5_15_TR1,PvCF_D5_15_TR1,B,ControlFeeding,Pv
TM_G9,CorrectionBiasPvDiet,Prey18S_3,G9,TM_01_BSkate_02,TM_G9,C,TissueMix,BSkate
PvCF_D1_04_TR1,CorrectionBiasPvDiet,MiFish_1,H1,PvCF_D1_04_TR1,PvCF_D1_04_TR1,A,ControlFeeding,Pv
PvCF_D4_01_TR3,CorrectionBiasPvDiet,MiFish_2,H1,PvCF_D4_01_TR3,PvCF_D4_01_TR3,B,ControlFeeding,Pv
PvCF_D6_12_TR3,CorrectionBiasPvDiet,MiFish_3,H1,PvCF_D6_12_TR3,PvCF_D6_12_TR3,C,ControlFeeding,Pv
TM_01_Hake,CorrectionBiasPvDiet,MiFish_4,H1,TM_01_Hake,TM_01_Hake,D,TissueMix,Hake
PvCF_D1_04_TR1,CorrectionBiasPvDiet,Prey18S_1,H1,PvCF_D1_04_TR1,PvCF_D1_04_TR1,A,ControlFeeding,Pv
PvCF_D4_01_TR3,CorrectionBiasPvDiet,Prey18S_2,H1,PvCF_D4_01_TR3,PvCF_D4_01_TR3,B,ControlFeeding,Pv
PvCF_D6_12_TR3,CorrectionBiasPvDiet,Prey18S_3,H1,PvCF_D6_12_TR3,PvCF_D6_12_TR3,C,ControlFeeding,Pv
PvCF_D3_08_TR1,CorrectionBiasPvDiet,MiFish_1,H10,PvCF_D3_08_TR1,PvCF_D3_08_TR1,A,ControlFeeding,Pv
PvCF_D6_04_TR1,CorrectionBiasPvDiet,MiFish_2,H10,PvCF_D6_04_TR1,PvCF_D6_04_TR1,B,ControlFeeding,Pv
TM_H10,CorrectionBiasPvDiet,MiFish_3,H10,TM_02_WalPol,TM_H10,C,TissueMix,WalPol
TM_01_BlkEelpt,CorrectionBiasPvDiet,MiFish_4,H10,TM_01_BlkEelpt,TM_01_BlkEelpt,D,TissueMix,BlkEelpt
PvCF_D3_08_TR1,CorrectionBiasPvDiet,Prey18S_1,H10,PvCF_D3_08_TR1,PvCF_D3_08_TR1,A,ControlFeeding,Pv
PvCF_D6_04_TR1,CorrectionBiasPvDiet,Prey18S_2,H10,PvCF_D6_04_TR1,PvCF_D6_04_TR1,B,ControlFeeding,Pv
TM_H10,CorrectionBiasPvDiet,Prey18S_3,H10,TM_01_SqVAQ_02,TM_H10,C,TissueMix,SqVAQ
PvCF_D3_10_TR3,CorrectionBiasPvDiet,MiFish_1,H11,PvCF_D3_10_TR3,PvCF_D3_10_TR3,A,ControlFeeding,Pv
PvCF_D6_07_TR2,CorrectionBiasPvDiet,MiFish_2,H11,PvCF_D6_07_TR2,PvCF_D6_07_TR2,B,ControlFeeding,Pv
TM_H11,CorrectionBiasPvDiet,MiFish_3,H11,TM_01_NCling,TM_H11,C,TissueMix,NCling
TM_03_PPerch,CorrectionBiasPvDiet,MiFish_4,H11,TM_03_PPerch,TM_03_PPerch,D,TissueMix,PPerch
PvCF_D3_10_TR3,CorrectionBiasPvDiet,Prey18S_1,H11,PvCF_D3_10_TR3,PvCF_D3_10_TR3,A,ControlFeeding,Pv
PvCF_D6_07_TR2,CorrectionBiasPvDiet,Prey18S_2,H11,PvCF_D6_07_TR2,PvCF_D6_07_TR2,B,ControlFeeding,Pv
TM_H11,CorrectionBiasPvDiet,Prey18S_3,H11,TM_01_MusPolyWorm,TM_H11,C,TissueMix,MusPolyWorm
PosCtrl_1,CorrectionBiasPvDiet,MiFish_1,H12,PosCtrl_KangarooMF1,PosCtrl_1,A,PosCtrl,PC
PosCtrl_2,CorrectionBiasPvDiet,MiFish_2,H12,PosCtrl_Kangaroo_MF2,PosCtrl_2,B,PosCtrl,PC
Plate3_H12,CorrectionBiasPvDiet,MiFish_3,H12,PosCtrl_Kangaroo_MF3,Plate3_H12,C,PosCtrl,PC
PosCtrl_Kangaroo_MF4,CorrectionBiasPvDiet,MiFish_4,H12,PosCtrl_Kangaroo_MF4,PosCtrl_Kangaroo_MF4,D,PosCtrl,PC
PosCtrl_1,CorrectionBiasPvDiet,Prey18S_1,H12,PosCtrl_18S_gBlock_1,PosCtrl_1,A,PosCtrl,PC
PosCtrl_2,CorrectionBiasPvDiet,Prey18S_2,H12,PosCtrl_18S_gBlock_2,PosCtrl_2,B,PosCtrl,PC
Plate3_H12,CorrectionBiasPvDiet,Prey18S_3,H12,TM_03_UnkVAQShr,Plate3_H12,C,TissueMix,UnkVAQShr
PvCF_D1_07_TR2,CorrectionBiasPvDiet,MiFish_1,H2,PvCF_D1_07_TR2,PvCF_D1_07_TR2,A,ControlFeeding,Pv
PvCF_D4_05_TR1,CorrectionBiasPvDiet,MiFish_2,H2,PvCF_D4_05_TR1,PvCF_D4_05_TR1,B,ControlFeeding,Pv
PvCF_D6_H2,CorrectionBiasPvDiet,MiFish_3,H2,PvCF_D6_17_TR2,PvCF_D6_H2,C,ControlFeeding,Pv
TM_03_DovSol,CorrectionBiasPvDiet,MiFish_4,H2,TM_03_DovSol,TM_03_DovSol,D,TissueMix,DovSol
PvCF_D1_07_TR2,CorrectionBiasPvDiet,Prey18S_1,H2,PvCF_D1_07_TR2,PvCF_D1_07_TR2,A,ControlFeeding,Pv
PvCF_D4_05_TR1,CorrectionBiasPvDiet,Prey18S_2,H2,PvCF_D4_05_TR1,PvCF_D4_05_TR1,B,ControlFeeding,Pv
CF_H2,CorrectionBiasPvDiet,Prey18S_3,H2,PvCF_D6_18_TR1,CF_H2,C,ControlFeeding,Pv
PvCF_D1_10_TR1,CorrectionBiasPvDiet,MiFish_1,H3,PvCF_D1_10_TR1,PvCF_D1_10_TR1,A,ControlFeeding,Pv
PvCF_D4_08_TR2,CorrectionBiasPvDiet,MiFish_2,H3,PvCF_D4_08_TR2,PvCF_D4_08_TR2,B,ControlFeeding,Pv
MC_H3,CorrectionBiasPvDiet,MiFish_3,H3,MC_MiFish_Even_R3,MC_H3,C,MockCom,MkCom
TM_02_PnkSal,CorrectionBiasPvDiet,MiFish_4,H3,TM_02_PnkSal,TM_02_PnkSal,D,TissueMix,PnkSal
PvCF_D1_10_TR1,CorrectionBiasPvDiet,Prey18S_1,H3,PvCF_D1_10_TR1,PvCF_D1_10_TR1,A,ControlFeeding,Pv
PvCF_D4_08_TR2,CorrectionBiasPvDiet,Prey18S_2,H3,PvCF_D4_08_TR2,PvCF_D4_08_TR2,B,ControlFeeding,Pv
MC_H3,CorrectionBiasPvDiet,Prey18S_3,H3,MC_18S_RepFish_Even_R3,MC_H3,C,MockCom,MkCom
PvCF_D1_14_TR1,CorrectionBiasPvDiet,MiFish_1,H4,PvCF_D1_14_TR1,PvCF_D1_14_TR1,A,ControlFeeding,Pv
PvCF_D4_11_TR1,CorrectionBiasPvDiet,MiFish_2,H4,PvCF_D4_11_TR1,PvCF_D4_11_TR1,B,ControlFeeding,Pv
Plate3_H4,CorrectionBiasPvDiet,MiFish_3,H4,TM_02_NSpearPoach,Plate3_H4,C,TissueMix,NSpearPoach
TM_02_Coho_VAQ,CorrectionBiasPvDiet,MiFish_4,H4,TM_02_CohoVAQ,TM_02_Coho_VAQ,D,TissueMix,Coho_VAQ
PvCF_D1_14_TR1,CorrectionBiasPvDiet,Prey18S_1,H4,PvCF_D1_14_TR1,PvCF_D1_14_TR1,A,ControlFeeding,Pv
PvCF_D4_11_TR1,CorrectionBiasPvDiet,Prey18S_2,H4,PvCF_D4_11_TR1,PvCF_D4_11_TR1,B,ControlFeeding,Pv
Plate3_H4,CorrectionBiasPvDiet,Prey18S_3,H4,MC_18S_CombFish_Even_R2,Plate3_H4,C,MockCom,MkCom
PvCF_D2_03_TR1,CorrectionBiasPvDiet,MiFish_1,H5,PvCF_D2_03_TR1,PvCF_D2_03_TR1,A,ControlFeeding,Pv
PvCF_D5_02_TR1,CorrectionBiasPvDiet,MiFish_2,H5,PvCF_D5_02_TR1,PvCF_D5_02_TR1,B,ControlFeeding,Pv
TM_H5,CorrectionBiasPvDiet,MiFish_3,H5,TM_01_Ratfish,TM_H5,C,TissueMix,Ratfish
TM_01_SockSal,CorrectionBiasPvDiet,MiFish_4,H5,TM_01_SockSal,TM_01_SockSal,D,TissueMix,SockSal
PvCF_D2_03_TR1,CorrectionBiasPvDiet,Prey18S_1,H5,PvCF_D2_03_TR1,PvCF_D2_03_TR1,A,ControlFeeding,Pv
PvCF_D5_02_TR1,CorrectionBiasPvDiet,Prey18S_2,H5,PvCF_D5_02_TR1,PvCF_D5_02_TR1,B,ControlFeeding,Pv
TM_H5,CorrectionBiasPvDiet,Prey18S_3,H5,TM_01_BSkate_01,TM_H5,C,TissueMix,BSkate
PvCF_D2_05_TR3,CorrectionBiasPvDiet,MiFish_1,H6,PvCF_D2_05_TR3,PvCF_D2_05_TR3,A,ControlFeeding,Pv
PvCF_D5_05_TR2,CorrectionBiasPvDiet,MiFish_2,H6,PvCF_D5_05_TR2,PvCF_D5_05_TR2,B,ControlFeeding,Pv
TM_H6,CorrectionBiasPvDiet,MiFish_3,H6,TM_01_SpDog,TM_H6,C,TissueMix,SpDog
TM_02_Lingcod,CorrectionBiasPvDiet,MiFish_4,H6,TM_02_Lingcod,TM_02_Lingcod,D,TissueMix,Lingcod
PvCF_D2_05_TR3,CorrectionBiasPvDiet,Prey18S_1,H6,PvCF_D2_05_TR3,PvCF_D2_05_TR3,A,ControlFeeding,Pv
PvCF_D5_05_TR2,CorrectionBiasPvDiet,Prey18S_2,H6,PvCF_D5_05_TR2,PvCF_D5_05_TR2,B,ControlFeeding,Pv
TM_H6,CorrectionBiasPvDiet,Prey18S_3,H6,TM_02_MktSq,TM_H6,C,TissueMix,MktSq
PvCF_D2_08_TR2,CorrectionBiasPvDiet,MiFish_1,H7,PvCF_D2_08_TR2,PvCF_D2_08_TR2,A,ControlFeeding,Pv
PvCF_D5_08_TR3,CorrectionBiasPvDiet,MiFish_2,H7,PvCF_D5_08_TR3,PvCF_D5_08_TR3,B,ControlFeeding,Pv
TM_H7,CorrectionBiasPvDiet,MiFish_3,H7,TM_02_Cockscomb,TM_H7,C,TissueMix,Cockscomb
TM_02_SaddleGun,CorrectionBiasPvDiet,MiFish_4,H7,TM_02_SaddleGun,TM_02_SaddleGun,D,TissueMix,SaddleGun
PvCF_D2_08_TR2,CorrectionBiasPvDiet,Prey18S_1,H7,PvCF_D2_08_TR2,PvCF_D2_08_TR2,A,ControlFeeding,Pv
PvCF_D5_08_TR3,CorrectionBiasPvDiet,Prey18S_2,H7,PvCF_D5_08_TR3,PvCF_D5_08_TR3,B,ControlFeeding,Pv
TM_H7,CorrectionBiasPvDiet,Prey18S_3,H7,TM_01_RedOcto_01,TM_H7,C,TissueMix,RedOcto
PvCF_D2_11_TR1,CorrectionBiasPvDiet,MiFish_1,H8,PvCF_D2_11_TR1,PvCF_D2_11_TR1,A,ControlFeeding,Pv
PvCF_D5_12_TR1,CorrectionBiasPvDiet,MiFish_2,H8,PvCF_D5_12_TR1,PvCF_D5_12_TR1,B,ControlFeeding,Pv
TM_H8,CorrectionBiasPvDiet,MiFish_3,H8,TM_01_PacSanddab,TM_H8,C,TissueMix,PacSanddab
TM_02_SturPoach,CorrectionBiasPvDiet,MiFish_4,H8,TM_02_SturPoach,TM_02_SturPoach,D,TissueMix,SturPoach
PvCF_D2_11_TR1,CorrectionBiasPvDiet,Prey18S_1,H8,PvCF_D2_11_TR1,PvCF_D2_11_TR1,A,ControlFeeding,Pv
PvCF_D5_12_TR1,CorrectionBiasPvDiet,Prey18S_2,H8,PvCF_D5_12_TR1,PvCF_D5_12_TR1,B,ControlFeeding,Pv
TM_H8,CorrectionBiasPvDiet,Prey18S_3,H8,TM_02_SptPrawn,TM_H8,C,TissueMix,SptPrawn
PvCF_D3_04_TR1,CorrectionBiasPvDiet,MiFish_1,H9,PvCF_D3_04_TR1,PvCF_D3_04_TR1,A,ControlFeeding,Pv
PvCF_D5_16_TR1,CorrectionBiasPvDiet,MiFish_2,H9,PvCF_D5_16_TR1,PvCF_D5_16_TR1,B,ControlFeeding,Pv
TM_H9,CorrectionBiasPvDiet,MiFish_3,H9,TM_03_ShinPer,TM_H9,C,TissueMix,ShinPer
TM_02_QuilRockF,CorrectionBiasPvDiet,MiFish_4,H9,TM_02_QuilRock,TM_02_QuilRockF,D,TissueMix,QuilRock
PvCF_D3_04_TR1,CorrectionBiasPvDiet,Prey18S_1,H9,PvCF_D3_04_TR1,PvCF_D3_04_TR1,A,ControlFeeding,Pv
PvCF_D5_16_TR1,CorrectionBiasPvDiet,Prey18S_2,H9,PvCF_D5_16_TR1,PvCF_D5_16_TR1,B,ControlFeeding,Pv
TM_H9,CorrectionBiasPvDiet,Prey18S_3,H9,TM_02_BSkate,TM_H9,C,TissueMix,BSkate
