"sampleid","project","Plate_ID","Well_ID","samplename","tech_rep","Demultiplex_ID","Index_set","region","sp_abbrev","sample","Target_species","Target_sampleID","Target_initial_mass","PacHer_initial_mass","Mixture_final_mass","prop_target","prop_ref","Species","Common_name","MiFish_taxon_assign","18S_taxon_assign","diet_sp","time","creek","station","biol","tech","formatted_biol","station_num_MiF","model_out_name_MiF"
"TM_C6","CorrectionBiasPvDiet","MiFish_3","C6","TM_01_BSkate",1,"TM_C6","C","TissueMix","BSkate","TM_01_BSkate","BSkate","01_BSkate",1.913,1.914,3.827,0.499869349359812,0.500130650640188,"Raja binoculata","Big skate","Raja binoculata","Rajidae",NA,1,"TM","BSkate",1,1,"01",4,"1_TM_4_1"
"TM_01_AtlSal","CorrectionBiasPvDiet","MiFish_4","C6","TM_01_AtlSal",1,"TM_01_AtlSal","D","TissueMix","AtlSal","TM_01_AtlSal","AtlSal","01_AtlSal",1.916,1.918,3.834,0.499739175795514,0.500260824204486,"Salmo salar","Atlantic salmon","Salmo salar","Actinopteri",NA,1,"TM","AtlSal",1,1,"01",3,"1_TM_3_1"
"TM_C7","CorrectionBiasPvDiet","MiFish_3","C7","TM_01_RivLamp",1,"TM_C7","C","TissueMix","RivLamp","TM_01_RivLamp","RivLamp","01_RivLamp",5.0325,5.01318,9.70681,0.518450448705599,0.516460093480762,"Lampetra fluviatilis","river lamprey?","Lampetra","Lampetra fluviatilis",NA,1,"TM","RivLamp",1,1,"01",43,"1_TM_43_1"
"TM_C7","CorrectionBiasPvDiet","MiFish_3","C7","TM_01_RivLamp",1,"TM_C7","C","TissueMix","RivLamp","TM_01_RivLamp","RivLamp","01_RivLamp",5.0325,5.01318,9.70681,0.518450448705599,0.516460093480762,"Lampetra fluviatilis","river lamprey?","Lampetra","Lampetra fluviatilis",NA,1,"TM","RivLamp",1,1,"01",43,"1_TM_43_1"
"TM_02_EngSol","CorrectionBiasPvDiet","MiFish_4","C7","TM_02_EngSol",1,"TM_02_EngSol","D","TissueMix","EngSol","TM_02_EngSol","EngSol","02_EngSol_01",5.07598,5.0752,10.26008,0.494731035235593,0.49465501243655,"Parophrys vetulus","English sole","Parophrys vetulus","Actinopteri",NA,1,"TM","EngSol",2,1,"02",19,"1_TM_19_2"
"TM_C8","CorrectionBiasPvDiet","MiFish_3","C8","TM_02_PadSculp",1,"TM_C8","C","TissueMix","PadSculp","TM_02_PadSculp","PadSculp","02_PadSculp",1.783,1.782,3.343,0.533353275501047,0.533054142985342,"Artedius fenestralis","Padded sculpin","Artedius fenestralis","Actinopteri",NA,1,"TM","PadSculp",2,1,"02",35,"1_TM_35_2"
"TM_03_StarFloun","CorrectionBiasPvDiet","MiFish_4","C8","TM_03_StarFloun",1,"TM_03_StarFloun","D","TissueMix","StarFloun","TM_03_StarFloun","StarFloun","03_StarFloun",5.07209,5.02687,9.98523,0.507959255820847,0.503430566947381,"Platichthys stellatus","Starry flounder","Platichthys","Actinopteri",NA,1,"TM","StarFloun",3,1,"03",52,"1_TM_52_3"
"TM_C9","CorrectionBiasPvDiet","MiFish_3","C9","TM_01_SpecSdab",1,"TM_C9","C","TissueMix","SpecSdab","TM_01_SpecSdab","SpecSdab","01_SpecsDab",5.03987,5.04961,10.12828,0.497603739233118,0.498565403010185,"Citharichthys stigmaeus","Speckled sanddab","Citharichthys stigmaeus","Actinopteri",NA,1,"TM","SpecSdab",1,1,"01",51,"1_TM_51_1"
"TM_02_PlfinMid","CorrectionBiasPvDiet","MiFish_4","C9","TM_02_PlfinMid",1,"TM_02_PlfinMid","D","TissueMix","PlfinMid","TM_02_PlfinMid","PlfinMid","02_PlFinMid",2.001,2.001,3.787,0.52838658568788,0.52838658568788,"Porichthys notatus","Plainfin midshipman","Porichthys notatus","Actinopteri",NA,1,"TM","PlfinMid",2,1,"02",36,"1_TM_36_2"
"TM_03_SlendSol","CorrectionBiasPvDiet","MiFish_4","D1","TM_03_SlendSol",1,"TM_03_SlendSol","D","TissueMix","SlendSol","TM_03_SlendSol","SlendSol","03_SlendSol",5.085,5.081,10.042,0.50637323242382,0.505974905397331,"Lyopsetta exilis","Slender sole","Lyopsetta exilis","Actinopteri",NA,1,"TM","SlendSol",3,1,"03",47,"1_TM_47_3"
"TM_D10","CorrectionBiasPvDiet","MiFish_3","D10","TM_01_BufSculp",1,"TM_D10","C","TissueMix","BufSculp","TM_01_BufSculp","BufSculp","01_BuffSculp",5.0833,5.06595,10.11675,0.50246373588356,0.500748758247461,"Enophrys bison","Buffalo sculpin","Enophrys bison","Actinopteri",NA,1,"TM","BufSculp",1,1,"01",8,"1_TM_8_1"
"TM_03_PstahSculp","CorrectionBiasPvDiet","MiFish_4","D10","TM_03_PstahSculp",1,"TM_03_PstahSculp","D","TissueMix","PstahSculp","TM_03_PstahSculp","PstahSculp","03_PstahSculp",5.07797,5.06566,10.20507,0.497592863155275,0.496386599993925,"Leptocottus armatus","Pacific staghorn sculpin","Leptocottus armatus","Actinopteri",NA,1,"TM","PstahSculp",3,1,"03",39,"1_TM_39_3"
"TM_D11","CorrectionBiasPvDiet","MiFish_3","D11","TM_03_3SpinStick",1,"TM_D11","C","TissueMix","3SpinStick","TM_03_3SpinStick","3SpinStick","03_3SpinStick",1.237,1.238,2.466,0.501622060016221,0.502027575020276,"Gasterosteus aculeatus","Three-spined stickleback","Gasterosteus aculeatus","Actinopteri",NA,1,"TM","3SpinStick",3,1,"03",1,"1_TM_1_3"
"TM_02_SurfSmel","CorrectionBiasPvDiet","MiFish_4","D11","TM_02_SurfSmel",1,"TM_02_SurfSmel","D","TissueMix","SurfSmel","TM_02_SurfSmel","SurfSmel","02_SurfSmel",5.05675,5.07196,10.16897,0.497272585129074,0.498768311834925,"Hypomesus pretiosus","Surf smelt","Hypomesus pretiosus","Actinopteri",NA,1,"TM","SurfSmel",2,1,"02",55,"1_TM_55_2"
"TM_D12","CorrectionBiasPvDiet","MiFish_3","D12","TM_01_ButtSol",1,"TM_D12","C","TissueMix","ButtSol","TM_01_ButtSol","ButtSol","01_ButtSol",2.006,2.007,3.995,0.502127659574468,0.502377972465582,"Isopsetta isolepis","Butter sole","Pleuronectidae","Actinopteri",NA,1,"TM","ButtSol",1,1,"01",9,"1_TM_9_1"
"TM_01_Pompano","CorrectionBiasPvDiet","MiFish_4","D12","TM_01_Pompano",1,"TM_01_Pompano","D","TissueMix","Pompano","TM_01_Pompano","Pompano","01_Pompano",1.997,1.997,3.914,0.51021972406745,0.51021972406745,"Peprilus simillimus","Pacific pompano","Peprilus","Actinopteri",NA,1,"TM","Pompano",1,1,"01",38,"1_TM_38_1"
"TM_02_PacTom","CorrectionBiasPvDiet","MiFish_4","D2","TM_02_PacTom",1,"TM_02_PacTom","D","TissueMix","PacTom","TM_02_PacTom","PacTom","02_PacTom",2.003,2.001,3.942,0.508117706747844,0.507610350076103,"Microgadus proximus","Pacific tomcod","Microgadus proximus","Actinopteri",NA,1,"TM","PacTom",2,1,"02",34,"1_TM_34_2"
"TM_01_TpoolSculp","CorrectionBiasPvDiet","MiFish_4","D3","TM_01_TpoolSculp",1,"TM_01_TpoolSculp","D","TissueMix","TpoolSculp","TM_01_TpoolSculp","TpoolSculp","TpoolSculp_20",0.924,0.928,1.818,0.508250825082508,0.51045104510451,"Oligocottus maculosus","Tidepool sculpin","Oligocottus","Actinopteri",NA,1,"TM","TpoolSculp",1,1,"01",56,"1_TM_56_1"
"TM_03_ChumSal","CorrectionBiasPvDiet","MiFish_4","D4","TM_03_ChumSal",1,"TM_03_ChumSal","D","TissueMix","ChumSal","TM_03_ChumSal","ChumSal","03_ChumSal",1.86,1.879,3.741,0.4971932638332,0.502272119754076,"Oncorhynchus keta","Chum salmon juv","Oncorhynchus keta","Actinopteri",NA,1,"TM","ChumSal",3,1,"03",12,"1_TM_12_3"
"Plate3_D5","CorrectionBiasPvDiet","MiFish_3","D5","TM_02_PacSanLan",1,"Plate3_D5","C","TissueMix","PacSanLan","TM_02_PacSanLan","PacSanLan","02_PSanLan",1.33,1.329,2.6,0.511538461538461,0.511153846153846,"Ammodytes personatus","Pacific sandlance","Ammodytes personatus","Actinopteri",NA,1,"TM","PacSanLan",2,1,"02",32,"1_TM_32_2"
"TM_03_CohoSal","CorrectionBiasPvDiet","MiFish_4","D5","TM_03_CohoSal",1,"TM_03_CohoSal","D","TissueMix","CohoSal","TM_03_CohoSal","CohoSal","03_CohoSal_01",5.06095,5.0867,10.13277,0.499463621497379,0.502004881192408,"Oncorhynchus kisutch","Coho salmon","Oncorhynchus kisutch","Actinopteri",NA,1,"TM","CohoSal",3,1,"03",15,"1_TM_15_3"
"TM_D6","CorrectionBiasPvDiet","MiFish_3","D6","TM_02_BSkate",1,"TM_D6","C","TissueMix","BSkate","TM_02_BSkate","BSkate","02_BSkate",1.837,1.84,3.674,0.5,0.50081654872074,"Raja binoculata","Big skate","Raja binoculata","Rajidae",NA,1,"TM","BSkate",2,1,"02",4,"1_TM_4_2"
"TM_D6","CorrectionBiasPvDiet","MiFish_3","D6","TM_02_BSkate",1,"TM_D6","C","TissueMix","BSkate","TM_02_BSkate","BSkate","02_BSkate",1.837,1.84,3.674,0.5,0.50081654872074,"Raja binoculata","Big skate","Raja binoculata","Rajidae",NA,1,"TM","BSkate",2,1,"02",4,"1_TM_4_2"
"TM_01_ChinSal","CorrectionBiasPvDiet","MiFish_4","D6","TM_01_ChinSal",1,"TM_01_ChinSal","D","TissueMix","ChinSal","TM_01_ChinSal","ChinSal","01_ChinSal",2.002,2.001,3.704,0.540496760259179,0.540226781857451,"Oncorhynchus tshawytscha","Chinook salmon","Oncorhynchus tshawytscha","Actinopteri",NA,1,"TM","ChinSal",1,1,"01",11,"1_TM_11_1"
"TM_D7","CorrectionBiasPvDiet","MiFish_3","D7","TM_02_RivLamp",1,"TM_D7","C","TissueMix","RivLamp","TM_02_RivLamp","RivLamp","02_RivLamp",5.06652,5.06542,9.8549,0.514111761661711,0.51400014206131,"Lampetra fluviatilis","river lamprey?","Lampetra","Lampetra fluviatilis",NA,1,"TM","RivLamp",2,1,"02",43,"1_TM_43_2"
"TM_D7","CorrectionBiasPvDiet","MiFish_3","D7","TM_02_RivLamp",1,"TM_D7","C","TissueMix","RivLamp","TM_02_RivLamp","RivLamp","02_RivLamp",5.06652,5.06542,9.8549,0.514111761661711,0.51400014206131,"Lampetra fluviatilis","river lamprey?","Lampetra","Lampetra fluviatilis",NA,1,"TM","RivLamp",2,1,"02",43,"1_TM_43_2"
"TM_03_EngSol","CorrectionBiasPvDiet","MiFish_4","D7","TM_03_EngSol",1,"TM_03_EngSol","D","TissueMix","EngSol","TM_03_EngSol","EngSol","03_EngSol_01",5.09303,5.0091,10.24066,0.497334156196964,0.48913839537686,"Parophrys vetulus","English sole","Parophrys vetulus","Actinopteri",NA,1,"TM","EngSol",3,1,"03",19,"1_TM_19_3"
"TM_D8","CorrectionBiasPvDiet","MiFish_3","D8","TM_03_PadSculp",1,"TM_D8","C","TissueMix","PadSculp","TM_03_PadSculp","PadSculp","03_PadSculp (04_UnkSculp)",2,2.002,3.899,0.512952038984355,0.513464991023339,"Artedius fenestralis","Padded sculpin","Artedius fenestralis","Actinopteri",NA,1,"TM","PadSculp",3,1,"03",35,"1_TM_35_3"
"TM_01_COSol","CorrectionBiasPvDiet","MiFish_4","D8","TM_01_COSol",1,"TM_01_COSol","D","TissueMix","COSol","TM_01_COSol","COSol","01_CoSol_01",5.0528,5.06779,10.35099,0.488146544436812,0.489594715094885,"Pleuronichthys coenosus","C-O sole","Pleuronichthys coenosus","Actinopteri",NA,1,"TM","COSol",1,1,"01",10,"1_TM_10_1"
"TM_D9","CorrectionBiasPvDiet","MiFish_3","D9","TM_02_SpecSdab",1,"TM_D9","C","TissueMix","SpecSdab","TM_02_SpecSdab","SpecSdab","02_SpecsDab",5.05329,5.03759,9.9701,0.506844464950201,0.505269756572151,"Citharichthys stigmaeus","Speckled sanddab","Citharichthys stigmaeus","Actinopteri",NA,1,"TM","SpecSdab",2,1,"02",51,"1_TM_51_2"
"TM_03_PlfinMid","CorrectionBiasPvDiet","MiFish_4","D9","TM_03_PlfinMid",1,"TM_03_PlfinMid","D","TissueMix","PlfinMid","TM_03_PlfinMid","PlfinMid","03_PlFinMid",2,2,3.875,0.516129032258065,0.516129032258065,"Porichthys notatus","Plainfin midshipman","Porichthys notatus","Actinopteri",NA,1,"TM","PlfinMid",3,1,"03",36,"1_TM_36_3"
"TM_01_Capel_VAQ","CorrectionBiasPvDiet","MiFish_4","E1","TM_01_VAQCapelin",1,"TM_01_Capel_VAQ","D","TissueMix","VAQCapelin","TM_01_VAQCapelin","VAQCapelin","01_Capel_VAQ",2.06,2.061,4.066,0.506640432857846,0.506886374815544,"Mallotus villosus","Capelin","Mallotus villosus","Actinopteri","capelin",1,"TM","VAQCapelin",1,1,"01",57,"1_TM_57_1"
"TM_E10","CorrectionBiasPvDiet","MiFish_3","E10","TM_02_BufSculp",1,"TM_E10","C","TissueMix","BufSculp","TM_02_BufSculp","BufSculp","02_BuffSculp",5.09887,5.09518,9.98774,0.510512888801671,0.510143435852355,"Enophrys bison","Buffalo sculpin","Enophrys bison","Actinopteri",NA,1,"TM","BufSculp",2,1,"02",8,"1_TM_8_2"
"TM_01_SnakPrick","CorrectionBiasPvDiet","MiFish_4","E10","TM_01_SnakPrick",1,"TM_01_SnakPrick","D","TissueMix","SnakPrick","TM_01_SnakPrick","SnakPrick","01_SnakPrick",2.001,2.002,4.018,0.498008959681434,0.498257839721254,"Lumpenus sagitta","Snake prickleback","Lumpenus sagitta","Actinopteri",NA,1,"TM","SnakPrick",1,1,"01",48,"1_TM_48_1"
"TM_E11","CorrectionBiasPvDiet","MiFish_3","E11","TM_01_RexSol",1,"TM_E11","C","TissueMix","RexSol","TM_01_RexSol","RexSol","01_Rexsol",2.001,2.001,3.906,0.512288786482335,0.512288786482335,"Glyptocephalus zachirus","Rex sole","Glyptocephalus zachirus","Actinopteri",NA,1,"TM","RexSol",1,1,"01",42,"1_TM_42_1"
"TM_03_SurfSmel","CorrectionBiasPvDiet","MiFish_4","E11","TM_03_SurfSmel",1,"TM_03_SurfSmel","D","TissueMix","SurfSmel","TM_03_SurfSmel","SurfSmel","03_SurfSmel",5.06414,5.01928,10.2156,0.495726144328282,0.491334821253769,"Hypomesus pretiosus","Surf smelt","Hypomesus pretiosus","Actinopteri",NA,1,"TM","SurfSmel",3,1,"03",55,"1_TM_55_3"
"TM_E12","CorrectionBiasPvDiet","MiFish_3","E12","TM_02_ButtSol",1,"TM_E12","C","TissueMix","ButtSol","TM_02_ButtSol","ButtSol","02_ButtSol",2,2,3.976,0.503018108651911,0.503018108651911,"Isopsetta isolepis","Butter sole","Pleuronectidae","Actinopteri",NA,1,"TM","ButtSol",2,1,"02",9,"1_TM_9_2"
"TM_02_Pompano","CorrectionBiasPvDiet","MiFish_4","E12","TM_02_Pompano",1,"TM_02_Pompano","D","TissueMix","Pompano","TM_02_Pompano","Pompano","02_Pompano",1.995,1.996,3.842,0.519260801665799,0.519521082769391,"Peprilus simillimus","Pacific pompano","Peprilus","Actinopteri",NA,1,"TM","Pompano",2,1,"02",38,"1_TM_38_2"
"TM_03_PacTom","CorrectionBiasPvDiet","MiFish_4","E2","TM_03_PacTom",1,"TM_03_PacTom","D","TissueMix","PacTom","TM_03_PacTom","PacTom","03_PacTom",2.001,2.001,3.985,0.502132998745295,0.502132998745295,"Microgadus proximus","Pacific tomcod","Microgadus proximus","Actinopteri",NA,1,"TM","PacTom",3,1,"03",34,"1_TM_34_3"
"TM_02_TpoolSculp","CorrectionBiasPvDiet","MiFish_4","E3","TM_02_TpoolSculp",1,"TM_02_TpoolSculp","D","TissueMix","TpoolSculp","TM_02_TpoolSculp","TpoolSculp","TpoolSculp_21",0.766,0.769,1.52,0.503947368421053,0.505921052631579,"Oligocottus maculosus","Tidepool sculpin","Oligocottus","Actinopteri",NA,1,"TM","TpoolSculp",2,1,"02",56,"1_TM_56_2"
"TM_01_ChumSal_VAQ","CorrectionBiasPvDiet","MiFish_4","E4","TM_01_ChumSalVAQ",1,"TM_01_ChumSal_VAQ","D","TissueMix","ChumSalVAQ","TM_01_ChumSalVAQ","ChumSalVAQ","01_Chum_VAQ",1.969,1.972,3.904,0.504354508196721,0.505122950819672,"Oncorhynchus keta","Chum salmon ad","Oncorhynchus keta","Actinopteri","salmon_2",1,"TM","ChumSalVAQ",1,1,"01",13,"1_TM_13_1"
"Plate3_E5","CorrectionBiasPvDiet","MiFish_3","E5","TM_03_PacSanLan",1,"Plate3_E5","C","TissueMix","PacSanLan","TM_03_PacSanLan","PacSanLan","03_PSanLan",1.036,1.037,2.861,0.362111149947571,0.362460678084586,"Ammodytes personatus","Pacific sandlance","Ammodytes personatus","Actinopteri",NA,1,"TM","PacSanLan",3,1,"03",32,"1_TM_32_3"
"TM_01_SteelHd","CorrectionBiasPvDiet","MiFish_4","E5","TM_01_SteelHd",1,"TM_01_SteelHd","D","TissueMix","SteelHd","TM_01_SteelHd","SteelHd","01_SteelHead_01",1.641,1.643,3.185,0.515227629513344,0.51585557299843,"Oncorhynchus mykiss","Steelhead","Oncorhynchus mykiss","Actinopteri",NA,1,"TM","SteelHd",1,1,"01",53,"1_TM_53_1"
"TM_E6","CorrectionBiasPvDiet","MiFish_3","E6","TM_01_LnoseSkate",1,"TM_E6","C","TissueMix","LnoseSkate","TM_01_LnoseSkate","LnoseSkate","01_LNoseSkate",2.006,2.006,4.165,0.481632653061224,0.481632653061224,"Beringraja rhina","Longnose skate","Beringraja rhina","Rajidae",NA,1,"TM","LnoseSkate",1,1,"01",25,"1_TM_25_1"
"TM_E6","CorrectionBiasPvDiet","MiFish_3","E6","TM_01_LnoseSkate",1,"TM_E6","C","TissueMix","LnoseSkate","TM_01_LnoseSkate","LnoseSkate","01_LNoseSkate",2.006,2.006,4.165,0.481632653061224,0.481632653061224,"Beringraja rhina","Longnose skate","Beringraja rhina","Rajidae",NA,1,"TM","LnoseSkate",1,1,"01",25,"1_TM_25_1"
"TM_02_ChinSal","CorrectionBiasPvDiet","MiFish_4","E6","TM_02_ChinSal",1,"TM_02_ChinSal","D","TissueMix","ChinSal","TM_02_ChinSal","ChinSal","02_ChinSal",1.997,1.996,3.768,0.529989384288747,0.529723991507431,"Oncorhynchus tshawytscha","Chinook salmon","Oncorhynchus tshawytscha","Actinopteri",NA,1,"TM","ChinSal",2,1,"02",11,"1_TM_11_2"
"TM_E7","CorrectionBiasPvDiet","MiFish_3","E7","TM_03_RivLamp",1,"TM_E7","C","TissueMix","RivLamp","TM_03_RivLamp","RivLamp","03_RivLamp",5.0538,5.02172,9.89515,0.510735057073415,0.507493064784263,"Lampetra fluviatilis","river lamprey?","Lampetra","Lampetra fluviatilis",NA,1,"TM","RivLamp",3,1,"03",43,"1_TM_43_3"
"TM_E7","CorrectionBiasPvDiet","MiFish_3","E7","TM_03_RivLamp",1,"TM_E7","C","TissueMix","RivLamp","TM_03_RivLamp","RivLamp","03_RivLamp",5.0538,5.02172,9.89515,0.510735057073415,0.507493064784263,"Lampetra fluviatilis","river lamprey?","Lampetra","Lampetra fluviatilis",NA,1,"TM","RivLamp",3,1,"03",43,"1_TM_43_3"
"TM_01_CresGun","CorrectionBiasPvDiet","MiFish_4","E7","TM_01_CresGun",1,"TM_01_CresGun","D","TissueMix","CresGun","TM_01_CresGun","CresGun","01_CresGun",2.006,2.006,3.906,0.513568868407578,0.513568868407578,"Pholis laeta","Crescent gunnel","Pholis laeta","Actinopteri",NA,1,"TM","CresGun",1,1,"01",17,"1_TM_17_1"
"TM_E8","CorrectionBiasPvDiet","MiFish_3","E8","TM_01_RoughSculp",1,"TM_E8","C","TissueMix","RoughSculp","TM_01_RoughSculp","RoughSculp","01_RoughSculp",5.04431,5.06723,10.25196,0.492033718430427,0.494269388487665,"Chitonotus pugetensis","Roughback sculpin","Chitonotus pugetensis","Actinopteri",NA,1,"TM","RoughSculp",1,1,"01",44,"1_TM_44_1"
"TM_02_COSol","CorrectionBiasPvDiet","MiFish_4","E8","TM_02_COSol",1,"TM_02_COSol","D","TissueMix","COSol","TM_02_COSol","COSol","02_CoSol_02",5.00154,5.09665,10.27885,0.486585561614383,0.495838542249376,"Pleuronichthys coenosus","C-O sole","Pleuronichthys coenosus","Actinopteri",NA,1,"TM","COSol",2,1,"02",10,"1_TM_10_2"
"TM_E9","CorrectionBiasPvDiet","MiFish_3","E9","TM_03_SpecSdab",1,"TM_E9","C","TissueMix","SpecSdab","TM_03_SpecSdab","SpecSdab","03_SpecsDab",5.07085,5.0621,10.31285,0.491702099807522,0.490853643755121,"Citharichthys stigmaeus","Speckled sanddab","Citharichthys stigmaeus","Actinopteri",NA,1,"TM","SpecSdab",3,1,"03",51,"1_TM_51_3"
"TM_01_NorRonq","CorrectionBiasPvDiet","MiFish_4","E9","TM_01_NorRonq",1,"TM_01_NorRonq","D","TissueMix","NorRonq","TM_01_NorRonq","NorRonq","01_NorRonq",1.92,1.919,3.743,0.512957520705317,0.512690355329949,"Ronquilus jordani","Northern ronquil","Ronquilus jordani","Actinopteri",NA,1,"TM","NorRonq",1,1,"01",29,"1_TM_29_1"
"TM_02_Capel_VAQ","CorrectionBiasPvDiet","MiFish_4","F1","TM_02_VAQCapelin",1,"TM_02_Capel_VAQ","D","TissueMix","VAQCapelin","TM_02_VAQCapelin","VAQCapelin","02_Capel_VAQ",1.979,1.979,3.773,0.524516300026504,0.524516300026504,"Mallotus villosus","Capelin","Mallotus villosus","Actinopteri","capelin",1,"TM","VAQCapelin",2,1,"02",57,"1_TM_57_2"
"TM_02_Capel_VAQ","CorrectionBiasPvDiet","MiFish_4","F1","TM_02_VAQCapelin",1,"TM_02_Capel_VAQ","D","TissueMix","VAQCapelin","TM_02_VAQCapelin","VAQCapelin","02_Capel_VAQ",1.979,1.979,3.773,0.524516300026504,0.524516300026504,"Mallotus villosus","Capelin","Mallotus villosus","Actinopteri","capelin",1,"TM","VAQCapelin",2,1,"02",57,"1_TM_57_2"
"TM_F10","CorrectionBiasPvDiet","MiFish_3","F10","TM_03_BufSculp",1,"TM_F10","C","TissueMix","BufSculp","TM_03_BufSculp","BufSculp","03_BuffSculp",5.0611,5.01395,10.01241,0.505482695974296,0.500773540036814,"Enophrys bison","Buffalo sculpin","Enophrys bison","Actinopteri",NA,1,"TM","BufSculp",3,1,"03",8,"1_TM_8_3"
"TM_02_SnakPrick","CorrectionBiasPvDiet","MiFish_4","F10","TM_02_SnakPrick",1,"TM_02_SnakPrick","D","TissueMix","SnakPrick","TM_02_SnakPrick","SnakPrick","02_SnakPrick",2.002,2.002,3.786,0.528790279978869,0.528790279978869,"Lumpenus sagitta","Snake prickleback","Lumpenus sagitta","Actinopteri",NA,1,"TM","SnakPrick",2,1,"02",48,"1_TM_48_2"
"TM_F11","CorrectionBiasPvDiet","MiFish_3","F11","TM_02_RexSol",1,"TM_F11","C","TissueMix","RexSol","TM_02_RexSol","RexSol","02_RexSol",2.002,2.001,3.9,0.513333333333333,0.513076923076923,"Glyptocephalus zachirus","Rex sole","Glyptocephalus zachirus","Actinopteri",NA,1,"TM","RexSol",2,1,"02",42,"1_TM_42_2"
